"","taxon","rkt.pval","rkt.Sen","rkt.tau","RKTtrend","samples","sum.taxon"
"88","Pacifastacus","3.79696274421804e-12","0","0.0538837156484215","positive","220","236.90253664142"
"89","Oxyethira","0.256070563820899","0","0.00170338405632523","none","7","14.0096288515406"
"90","Ostracoda","0.0253362700299091","0","-0.0133999545764252","negative","147","716.225546123028"
"91","Ormosia","0.254260306672729","0","-0.00238473767885533","none","19","28.3644534081115"
"92","Oreogeton","0.00324728698026289","0","0.00902793549852373","positive","40","28.0867268244715"
"93","Optioservus","0.0629036784804358","0","-0.0257778787190552","none","1192","31235.996476218"
"94","Onocosmoecus","0.0238325700902582","0","0.0100499659323189","positive","65","50.8348306410091"
"95","Oligophlebodes","0.986676610188625","0","0.000113558937088349","none","71","4224.85277685494"
"96","Oligochaeta","0","-0.947994987468675","-0.314842153077447","negative","2102","60567.098289542"
"97","Octogomphus","0.000258686296729316","0","0.0077787871905519","positive","13","19.7901109307359"
"98","Ochrotrichia","1","0","0","none","0","0"
"99","Neureclipsis","1","0","0","none","0","0"
"100","Nereididae","0.154728923485378","0","-0.000567794685441744","none","1","2.10526315789474"
"101","Neothremma","0.0126892367988265","0","-0.00556438791732909","negative","27","142.487690249766"
"102","Neophylax","0.428184863422736","0","0.00806268453327277","none","389","601.372579886622"
"103","Neoleptophlebia_Paraleptophlebia","0","0","-0.246138996138996","negative","643","7069.50291806495"
"104","Nemouridae","0.0758186947695745","0","-0.00329320917556212","none","14","13.1864507020757"
"105","Nemotelus","0.751579247680624","0","-0.000283897342720872","none","2","1.3961038961039"
"106","Nematomorpha","0.648076868139146","0","-0.000340676811265047","none","1","1.66666666666667"
"107","Nematocera","0.193059060876436","0","0.000738133091074268","none","1","0.208333333333333"
"108","Nemata","0.000923154863861519","0","-0.0515557574381104","negative","1481","5305.83949820451"
"109","Neaviperla_Suwallia","0.449890049729758","0","-0.00590506472859414","none","283","2038.10220330605"
"110","Narpus","0.832231271643944","0","0.00306609130138542","none","1270","4652.35807220003"
"111","Mystacides","0.0695447128833566","0","0.00170338405632523","none","3","6.71875"
"112","Muscidae","0.014009926468179","0","-0.00346354758119464","negative","6","5.69589371980677"
"113","Molophilus","0.293625482039443","0","0.00300931183284124","none","34","20.242537943883"
"114","Micrasema","0.667458622528091","0","0.00448557801498978","none","489","2363.72736540342"
"115","Meringodixa","0.635387364136478","0","0.00204406086759028","none","67","81.7099663116211"
"116","Megarcys","0.981350166245986","0","-0.000113558937088349","none","18","45.9601864582598"
"117","Matriella.teresa","0.0725545195140711","0","0.00283897342720872","none","7","6.109375"
"118","Maruina","0.00870803383595997","0","0.0131160572337043","positive","91","84.01962682431"
"119","Margaritiferidae","0.014001551829669","0","-0.00681353622530093","negative","26","39.7092456154956"
"120","Malenka","3.84359211125229e-13","0","0.102997955939132","positive","1170","13716.2754059189"
"121","Lymnaeidae","0.0576133054849366","0","-0.00811946400181694","none","69","105.655069853396"
"122","Lirceus","1","0","0","none","0","0"
"123","Lipsothrix","0.26838162729276","0","0.000454235748353395","none","1","1.07142857142857"
"124","Limoniidae","0.496776486209141","0","0.000965250965250965","none","6","2.11458333333333"
"125","Limnichidae","0.123077929133899","0","-0.000965250965250965","none","1","0.625"
