"","Site.Code","mean_Overall.Score","SD_overallscore","SE_overallscore","len","MK_trend","Avg_MKSlope_Overall.Score","Avg_MKtau_Overall.Score","Avg_MKpval_Overall.Score","sites","min","max","med"
"31","08ISS3877",63.3643102673361,13.6824877246065,2.91711618441294,22,"none",0.578133965404467,0.298701298701299,0.0551796163231682,1,27.6280644040562,83.468102255182,65.343938248494
"32","08ISS3958",66.5856545615167,8.78694071726095,2.64936231038645,11,"none",-0.408287506809194,-0.163636363636364,0.533416513472694,1,45.6294509643923,79.360112261959,66.9113815660903
"33","08ISS3962",72.5030835467602,13.1092770643305,3.08988623621379,18,"none",0.751189522951345,0.26797385620915,0.129745046395717,1,46.7228176460303,91.8327796234773,74.3764371313601
"34","08ISS4294",72.8368066739677,11.8354586166629,2.71524042423639,19,"none",0.853300530738625,0.204678362573099,0.234239263033982,1,48.9460527172926,93.6149870801034,73.2480463013439
"35","08ISS4573",77.4789539255115,10.2380575772174,2.2892992700215,20,"positive",1.07425801818075,0.463157894736842,0.00476281307092681,1,50.8553305859268,91.5022779817761,80.9238960374032
"36","08ISS4724",74.6146842571291,9.26088451140096,2.18281141259903,18,"none",0.584435161253402,0.228758169934641,0.197801027037801,1,51.2998427441152,88.6506090808416,76.0811203510372
"37","08ISS4730",71.270291660796,10.7167897774748,2.33859525534321,21,"none",0.680819568749575,0.228571428571429,0.155824587862033,1,46.0644920554921,91.7628130403528,69.6232770137839
"38","08ISS4735",89.9712801440446,5.84938258361504,1.84973718699438,10,"none",0.0942972456220019,0.0666666666666667,0.858027656987521,1,81.1446814139773,98.5422556619547,91.3389132886937
"39","08ISS4748",75.2252654121624,11.6421805468555,2.91054513671388,16,"none",-0.100665444676446,-0.05,0.821891691251159,1,44.8188485920684,92.1198673267757,77.8543107369427
"40","08ISS4884",89.2056206788441,5.88807088919484,1.52029336634269,15,"none",-0.139402789539569,-0.0666666666666667,0.766525299523572,1,81.5186238510092,99.9483204134367,91.0476676186591
"41","08LAK2827",23.8926376107788,9.38645689846809,2.15340089780645,19,"none",-0.000688499986507688,-0.00584795321637427,1,1,2.95322237422101,42.9831089922709,24.1626289846824
"42","08LAK3121",14.1308794464709,5.77388739226671,1.74089255108293,11,"none",0.688509524890832,0.454545454545455,0.0617066900283127,1,5.3140263449321,24.8310113519092,13.9044316216899
"43","08LAK3540",31.9880460321397,9.19517813750736,2.16732427174991,18,"positive",0.8231722717647,0.359477124183007,0.0408158476159627,1,16.5519927269153,54.0012634184641,30.1581651632501
"44","08LAK3616",26.8283053475832,13.7706043266814,4.15199342618608,11,"none",0.148931570452199,0.0909090909090909,0.755496874928883,1,8.96311858076564,52.4094350102342,22.4903752198554
"45","08LAK3627",47.4354858911129,8.34501399184411,2.08625349796103,16,"none",0.25529547192194,0.0833333333333333,0.685328555783378,1,33.0287829125938,63.1517633573217,45.8215648560526
"46","08LAK3628",53.4572399360655,15.1088287928868,3.4662030454448,19,"none",0.938775996285537,0.286549707602339,0.0930921439937051,1,17.3504666248384,71.749174863744,57.1224104492878
"47","08LAK3699",43.804910232987,17.2377416253389,4.18076643931638,17,"none",0.564828989021154,0.117647058823529,0.536648236300515,1,18.7669970068811,77.6085637029189,46.3390372877017
"48","08LAK3879",54.0338288579405,7.18945053104414,1.60761001082867,20,"none",0.339570137574236,0.2,0.22996907772364,1,41.5391431154265,67.0081142208005,53.6336383594645
"49","08LIT2585",46.9510508630217,11.1627369016981,2.49606385271424,20,"none",0.734485338403006,0.263157894736842,0.111886674896788,1,26.4930709125756,73.328328230517,48.0390164021545
"50","08LIT2602",55.2250132475131,10.55819124231,2.48858954150062,18,"none",0.643499709145181,0.228758169934641,0.197801027037801,1,33.3476200761823,70.4478264173887,56.9235757542511
"51","08LIT2603",49.5704405041451,12.5134857243352,2.87079051072716,19,"none",0.75726682757967,0.274853801169591,0.107542828899301,1,19.1284749722002,68.2258944785585,52.781484319554
"52","08LIT2682",50.8626431274264,8.58937872601901,1.92064347158691,20,"positive",0.876645367789438,0.389473684210526,0.0178636277089348,1,33.6622764160744,62.7803691856179,50.6258807072401
"53","08LIT2685",45.7576033201258,10.866462418029,2.56124975443236,18,"none",0.270592882875989,0.0718954248366013,0.704853461217842,1,25.8213345721806,59.3321219144533,47.4537813697491
"54","08LIT2692",61.4067130161371,13.075676424607,3.08196648948023,18,"none",-0.224988342950399,-0.163398692810458,0.363315909666391,1,32.2003538257408,77.9604574591975,67.2249674859744
"55","08LIT2781",58.3684567952028,7.4405662347709,1.66376118920374,20,"none",-0.244715415292542,-0.157894736842105,0.346764183516184,1,46.1740354648591,76.7102848891494,58.5987343529823
"56","08NOR1362",42.4131802024949,10.5961817250013,2.49754398414447,18,"none",0.6588364435942,0.333333333333333,0.0582402695915613,1,20.1641829722505,66.9482172714047,41.2432613396236
"57","08NOR1370",39.8139054436437,10.0668582196349,2.30949566622843,19,"none",0.153042085187125,0.0760233918128655,0.674611943553671,1,18.0061256652804,56.2954156366749,40.8601754043111
"58","08NOR1750",53.7086447819696,10.9350821905987,2.50867990569111,19,"positive",1.45227563893775,0.555555555555556,0.00100671373461507,1,35.249426290304,72.9462575727966,52.2122840160136
"59","08NOR1756",22.7473833456086,10.8531090541826,3.27233550377569,11,"none",2.44501777319115,0.454545454545455,0.0617066900283127,1,5.90569561157796,36.5835139033173,25.6236290109679
"60","08NOR2115",25.5956030351757,11.6513993503678,3.68449598753683,10,"positive",1.4067597935407,0.822222222222222,0.00128218374180531,1,10.7260799056465,43.406908173306,21.6472452506094
"61","08NOR2306",27.8626735355865,6.79847510421895,1.64887240869569,17,"none",0.511435515658726,0.308823529411765,0.0912390290553886,1,18.9795935918227,39.8740461504879,27.7989590368991
"62","08SAM0000",8.51968664922949,7.15451239114004,1.73522413461534,17,"none",0.472519942784179,0.352941176470588,0.0528611484384968,1,0,28.8579537077989,7.29553049289892
"63","08SAM1914",23.6370389916001,8.52063045881988,2.36319769373503,13,"none",-0.302796726976846,-0.153846153846154,0.502158251500749,1,9.94710356602862,41.7666655809611,21.7138931459977
"64","08SAM2674",18.1780016295584,8.33233708389917,2.08308427097479,16,"none",0.676716706306034,0.316666666666667,0.0957466564738153,1,4.72587105017445,38.6892082006201,17.000688423064
"65","08SAM2855",7.89192600744908,3.94273820989493,0.985684552473732,16,"none",0.195357250328809,0.158333333333333,0.417234799602562,1,0,13.7576013677605,8.10723514211887
"66","08SAM2862",65.4948893265997,9.99210798941849,2.67050319057504,14,"none",-0.632522939816483,-0.252747252747253,0.228439808988675,1,47.7116391640295,82.6132459511753,66.2425442025035
"67","08SAM3045",43.4477897891102,14.0003631159763,4.42730355158971,10,"none",0.816067947646883,0.288888888888889,0.283130870662347,1,28.3470932232542,71.2741198070415,37.9125566995464
"68","08SAM3047",64.0700692377654,7.55175399191736,1.8315693745503,17,"positive",1.13146625046779,0.5,0.00578179847845661,1,53.5712691441326,76.3980522441535,65.3863211951447
"69","08WES0622",15.823836787457,4.40785773756567,1.06906253145173,17,"none",0.227105856313321,0.220588235294118,0.232248741984054,1,8.57457711766877,23.0235715257135,15.421892910571
"70","08WES0629",5.82433837672156,6.96717833406779,1.55790843663393,20,"positive",0.319543753173784,0.373684210526316,0.023068628828586,1,0,30.4423313184923,3.15215121136174
"71","08WES0903",33.2035725936415,7.70236071660193,1.8154638312847,18,"none",0.223598139786312,0.111111111111111,0.544486056825911,1,16.6320703720085,43.4478621313887,34.9394926269161
"72","08WES0905",34.0512466614553,12.917125029527,3.22928125738174,16,"positive",1.58570180418149,0.483333333333333,0.010279478485213,1,10.8970096810654,54.4331645346837,33.9230279014911
"73","08WES1037",31.7047373303553,7.59505080678412,1.7901706429778,18,"positive",1.01915332729286,0.529411764705882,0.0024437883543766,1,17.7868445623864,43.5580201072677,30.218337396158
"74","08WES1178",11.2936979193242,4.6223188254843,1.12107698545604,17,"none",-0.0880489622749634,-0.102941176470588,0.59230128143299,1,3.37990810359231,18.9856872573591,12.6984986977247
"75","08WES1340",21.6021910753285,5.48152685576677,1.37038171394169,16,"none",0.387956664203827,0.316666666666667,0.0957466564738153,1,14.265394448273,36.0846724654774,20.968433538246
"76","08WES1490",9.51621000218812,3.69225869881509,1.02404831237352,13,"none",-0.125155090029124,-0.102564102564103,0.669334014464053,1,2.87092731829574,15.6701320675149,9.80682440254763
"77","08WES1579",6.52563447624288,3.68333574438399,1.0215735300866,13,"none",-0.155760444392636,-0.205128205128205,0.360121647755378,1,0.292397660818715,12.577565379477,7.11427308581531
"78","09BLA0675",29.2787635940671,9.15543987995026,2.53926214896835,13,"none",0.65161795110287,0.307692307692308,0.160555891435809,1,12.2137951467817,45.1104525449511,26.4642211433737
"79","09BLA0716",24.1311339826742,5.77547510919852,1.36129253809613,18,"none",0.504587744810647,0.320261437908497,0.0690443198477512,1,12.047157622739,33.8835275032085,24.3199664402685
"80","09BLA0722",19.875180802125,7.62615721326843,1.90653930331711,16,"none",0.328515689031018,0.316666666666667,0.0957466564738153,1,0.0555555555555556,35.0429899417948,20.7797727618179
"81","09BLA0756",22.9099102207182,9.95369274098631,2.48842318524658,16,"positive",1.30247629923723,0.683333333333333,0.000265501780035704,1,7.96603912882983,42.1354157738167,19.7347462648871
"82","09BLA0768",48.2867905806753,9.40391437632852,2.35097859408213,16,"none",0.78103187575293,0.3,0.115074647821179,1,34.5992060634943,61.8736478679599,47.3344754670534
"83","09BLA0771",33.6048735283587,7.30283889856107,1.95176579351579,14,"none",-0.351424060787963,-0.186813186813187,0.381074481609294,1,18.8933937099932,45.3537097417506,34.0141411725849
"84","09BLA0772",22.720393262064,8.95263076755399,2.17133189892821,17,"none",0.631876440786791,0.279411764705882,0.127476932741378,1,6.45028011204482,36.0179321422571,22.703314659197
"85","09BLA0817",2.98422534048299,2.64896554306063,0.662241385765158,16,"none",0.00101999184006502,0.00833333333333333,1,1,0,10.8175234598123,1.98412698412698
"86","09COV1165",70.5704062938925,11.1262448328914,2.62248105682642,18,"none",0.1468888248894,0.111111111111111,0.544486056825911,1,48.2211490879502,86.1839579569078,74.0544234217555
"87","09COV1418",58.1585544458502,12.6200252683117,2.89523235839477,19,"none",-0.127509428904158,-0.0760233918128655,0.674611943553671,1,18.3140940586761,73.4546337915011,59.7390549447033
"88","09COV1756",70.8772003849943,10.834016807113,2.30982014428521,22,"none",0.0489743224911319,0.0476190476190476,0.777959384381542,1,34.8458460903741,84.4133118363625,73.6812849782916
"89","09COV1862",58.0390625950623,10.3029298557176,2.49882753226196,17,"none",0.413429313344712,0.117647058823529,0.536648236300515,1,39.2354964017431,75.9345168095798,59.9957603196317
"90","09COV1864",53.8618478099794,12.5427187374004,3.23851605240771,15,"none",0.418932291398808,0.161904761904762,0.428480419497997,1,12.2918570937147,65.5127758977928,57.422704904075
"91","09DEE2163",61.2007058229248,12.9964806294597,3.1521095527386,17,"negative",-1.34330332500196,-0.397058823529412,0.0290204024405664,1,34.0230526727215,87.3566814322628,60.8887751755129
"92","09DEE2208",73.950579352508,15.5116400301887,3.46850815500088,20,"none",0.743319883202838,0.210526315789474,0.205754101273055,1,40.4437441643324,92.875386139768,78.4300139884595
"93","09DEE2211",68.9561884457305,17.2504726744855,4.45405289216589,15,"negative",-2.4002245124896,-0.619047619047619,0.00153925741850913,1,37.5851638901174,88.4127689835624,76.7199179549421
"94","09DEE2294",78.7014569756458,12.1890505770742,2.87298677309166,18,"none",0.497814857817271,0.281045751633987,0.111640311945597,1,48.1520884975777,90.8058615531076,80.2743846620656
"95","09DUW0091",14.3660139510093,6.04430496880835,1.67638857612156,13,"negative",-0.840283771236318,-0.58974358974359,0.00604371940110763,1,6.98684210526316,24.8506937658784,14.3332227627893
"96","09DUW0277",32.0726057568163,10.4495395503017,3.15065472002998,11,"none",1.37060286374852,0.345454545454545,0.161124949289052,1,15.3705387499757,47.4612908811015,33.5861150253655
"97","09JEN1318",48.7577501900993,13.8225758767699,3.35246707988453,17,"none",0.659181159118159,0.25,0.174033580208164,1,23.0336134453782,77.6917890371163,49.0225558195534
"98","09JEN1357",51.3490426813428,9.91803151538497,2.2753524786534,19,"positive",0.943138046732371,0.368421052631579,0.0300746806661031,1,31.1952650093085,68.1325592252405,53.93704393222
"99","09LOW0325",5.99750415330011,4.98452257607203,1.28699819506146,15,"none",0.111663849546347,0.142857142857143,0.488422316622593,1,0.944444444444444,18.0079219366245,4.16020671834625
"100","09LOW0751",63.87546213916,15.2359577856317,3.40686373109897,20,"positive",1.74207576640139,0.515789473684211,0.00164901053635437,1,34.4207269198989,85.0544921354915,62.8183807386684
"101","09LOW0753",36.8819670619106,9.67689792792839,2.34699248736291,17,"none",0.086652267820816,0.0441176470588235,0.836819705051275,1,22.4928272002395,59.4941697609276,35.2300761593907
"102","09MID1374",64.8550095599235,11.8756875091735,2.65548445500571,20,"none",0.523383897406841,0.210526315789474,0.205754101273055,1,40.6668460938027,80.7248442012464,67.8139326313961
"103","09MID1537",38.6951172962045,9.2224289766524,2.3812209225437,15,"none",-0.232751982139991,-0.0666666666666667,0.766525299523572,1,16.2793134797779,52.2679669991211,38.6969941383326
"104","09MID1744",78.6178398303906,10.6678244330465,2.58732746664679,17,"none",-0.304764259845106,-0.0882352941176471,0.650463122950713,1,59.9806398691668,94.9626245847176,79.124825287112
"105","09MID1817",61.4933665365842,9.72656230308538,2.69766300905919,13,"none",-0.333955035842701,-0.102564102564103,0.669334014464053,1,45.8927888576891,82.6985769828127,60.6151647929674
"106","09MID1958",68.1445576530626,12.0036921258294,2.82929736714985,18,"none",-0.0936040702150535,-0.0457516339869281,0.820216749509663,1,43.3819903726485,92.8965671131774,67.1788718547394
"107","09MID2426",72.6622679082059,11.4169393620429,2.69099841443205,18,"none",0.655606659908633,0.30718954248366,0.0814429797390801,1,51.7076126248133,85.7898902523065,73.8882153228488
"108","09MIL0340",45.812335072748,12.4434342893152,3.1108585723288,16,"positive",1.15809214435376,0.45,0.0170237960322115,1,26.8057084114756,63.5453839226429,46.4417630373243
"109","09MIL0390",52.7596545656206,6.03115057573668,1.34860626698842,20,"none",-0.179716276555465,-0.136842105263158,0.417304165627405,1,41.5290706245779,61.0436259367068,55.2465714559998
"110","09NEW1657",64.0518100283769,12.7196849858554,2.84420802807561,20,"positive",1.20814087455554,0.378947368421053,0.0212482443879279,1,41.9188857917708,84.2246216315984,63.077818948877
"111","09NEW2076",73.6009839484309,8.01759429355298,1.94455224327461,17,"none",0.276960644454705,0.102941176470588,0.59230128143299,1,55.0840624703574,82.7137940039337,73.9751013420464
"112","09NEW2102",75.9847396859923,7.25711133093003,1.66489552176568,19,"none",0.0704968169778345,0.064327485380117,0.72644698403686,1,64.4569494872612,92.702614093373,75.5286000569138
"113","09NEW2128",70.2151942927314,11.0454306832847,2.46983338485866,20,"none",0.366861672972435,0.284210526315789,0.0855148056305152,1,49.797157051315,89.3924820030011,69.1637752612265
"114","09NEW2151",79.6775370412421,9.06395304428989,2.51388826612193,13,"none",0.625218821463709,0.205128205128205,0.360121647755378,1,63.4779287479986,95.5148578811369,80.109045984775
"115","09SOO0943",60.6768630724904,16.683297376686,4.04629395692155,17,"none",1.58358488574268,0.352941176470588,0.0528611484384968,1,32.0906318463738,92.1492248062015,63.1704372079309
"116","09SOO1022",62.5775406812619,9.18459331105215,2.16482940422853,18,"none",-0.23623011015912,-0.111111111111111,0.544486056825911,1,43.1622621304744,74.7763832175057,63.2671455771211
"117","09SOO1130",67.3719918315188,12.9791607973165,2.70634210860501,23,"none",0.491364069087448,0.177865612648221,0.24521106099768,1,40.6394540272249,86.6463639719454,64.5061770934404
"118","09SOO1134",74.561582650196,14.5355500442684,3.3346838806181,19,"none",0.671256629946959,0.333333333333333,0.050090305683375,1,33.265172735761,90.5635017777001,78.2530942609602
"119","09SOO1209",59.3393457247947,11.3387806880057,3.14481193629581,13,"none",0.180690856421204,0.0512820512820513,0.854777098065548,1,36.6493008055936,80.4249397433392,58.1173919180075
"120","09SOO1283",57.9805968319171,14.061756416342,3.22598816776418,19,"none",0.378589216184229,0.0760233918128655,0.674611943553671,1,33.5797145051411,84.8932859965691,58.4719945097582
"121","28A",58.8995598137256,13.4256313650605,3.58815091208448,14,"positive",2.3983788843975,0.56043956043956,0.00619562249890606,1,32.703077518237,72.5405171044346,63.8811501650844
"122","31I",83.0418801506731,9.36228425437703,2.96061423457627,10,"none",-0.467566025705555,-0.422222222222222,0.107404636330254,1,59.4955866067357,91.8853820598007,85.1237270101839
"123","31Q",90.3096998081158,4.17117251543315,1.31904056622626,10,"none",-0.356501719414821,-0.288888888888889,0.283130870662347,1,84.718585679886,95.8611111111111,90.0685587372444
"124","53E",66.4107220285095,13.6461068885235,4.31527789618476,10,"none",-0.367001286211934,-0.155555555555556,0.591505036994917,1,47.6803108432275,86.1447648418813,63.3632346655512
"125","65A",54.8884693351025,8.41669131460418,2.6615914916706,10,"negative",-1.44948197557276,-0.777777777777778,0.00235752759579549,1,42.9734373553583,65.5284617723058,52.0829624791573
"126","95T",10.0223547925902,5.81039330890822,1.83740769575523,10,"none",0.39768264711024,0.333333333333333,0.210497700055337,1,0.0555555555555556,16.6855608012279,11.6083771329829
"127","ChambersThCoHealth",64.5433827957948,10.4253060315337,3.1433480392024,11,"none",-1.34273472750994,-0.272727272727273,0.275757847827509,1,44.3505414813824,79.2094434673094,66.6678935139947
"128","CoalBelRM4.0",47.623417428245,11.2522002461098,3.3926660256628,11,"none",1.11093583632283,0.345454545454545,0.161124949289052,1,29.8023870094754,61.1950398682525,48.8078206802917
"129","E1161",54.8938694204732,13.3970192101551,4.03935327538799,11,"none",1.83441672149162,0.454545454545455,0.0617066900283127,1,25.7079954788933,67.7324415690389,57.608682844823
"130","E1168",51.3788395883309,7.58760641589498,2.19035330336095,12,"none",0.729578020518694,0.303030303030303,0.192616274329602,1,37.3031932887394,65.5698477269325,51.3239959794607
"131","E1238",45.1785693428738,16.3658687021723,5.17534209861285,10,"none",-0.0187500404758663,-0.0222222222222222,1,1,18.2773109243697,71.2690278477772,47.4469049961886
"132","EllisThCoPriestPt",74.2459394610557,7.78864810445603,2.46298679036341,10,"negative",-0.963860146261702,-0.511111111111111,0.0490979816092656,1,56.4881809516952,83.2802966147699,74.7550383882643
"133","GreenCoveThCoHealth",67.2553267533043,10.9228508982015,2.91925469627756,14,"none",-0.668312653498752,-0.142857142857143,0.511220344688192,1,51.3775712651442,84.4484615551647,67.0705584355325
"134","HylbFW359",44.6567926456588,14.5506005885191,3.25361320293772,20,"positive",1.58964541378907,0.568421052631579,0.000517485290900324,1,17.7931990829788,69.311728363316,43.4310118376196
"135","HylbFW373",35.2624557904636,11.4509680328536,3.17592710739637,13,"positive",1.6360166618667,0.512820512820513,0.0173433591624235,1,17.4454532935165,57.2360255403671,33.7068746307172
"136","HylbFW373Rest",45.0554972498995,10.5974462228715,2.83228663862478,14,"none",1.1488691265073,0.296703296703297,0.154629751965815,1,23.2905748182586,62.6352574893687,45.1054447278707
"137","HylbFW99",40.0061025722974,12.0435831716176,2.51126068817749,23,"positive",0.957918241415975,0.478260869565217,0.00152830368186764,1,11.686815076908,60.3707881765517,43.4131958372904
"138","HylbFWFtBr",35.5951276199314,10.0434765289878,2.36727012011173,18,"positive",1.0256894135323,0.437908496732026,0.0124218457338865,1,22.1894667699801,57.4354933731959,32.3191475896764
"139","HylbFWRest1",42.9305537519986,11.0826396971942,2.77065992429855,16,"none",-0.534136073850187,-0.233333333333333,0.224134301960167,1,19.7586367880486,61.3605505441671,43.3147070537722
"140","HylbFWRest2",37.6843938525803,10.3129756552876,2.50126399653967,17,"none",-0.0384491800439194,-0.0147058823529412,0.967142330906372,1,21.7525022656962,59.1820994003477,36.5197061280653
"141","IdylRed168",8.04252514551313,3.35665462927756,1.06146739470652,10,"none",-0.329012891706387,-0.377777777777778,0.152406283956749,1,1.75438596491228,12.2101523187815,8.84689436770222
"142","IssBain",38.1325753809554,12.0728983306903,3.64011580863707,11,"none",0.337727665525629,0.0181818181818182,1,1,22.2832200199541,55.8347390363734,36.5959335182461
"143","KCSSWM-001 - Lower",63.5267312861497,8.17415790173882,2.35967613248371,12,"none",1.30861240610075,0.363636363636364,0.114756734318649,1,48.2297658761587,75.0892081434777,63.2724449632974
"144","KCSSWM-002 - Mountaineers",76.0419197745319,13.8134831648388,3.83117091104499,13,"none",-0.493148366321007,-0.153846153846154,0.502158251500749,1,55.703132089229,97.2932816537468,69.4939674768316
"145","KCSSWM-006",68.8758708501761,14.3820526729772,4.15174099112139,12,"positive",1.02528122870256,0.454545454545455,0.0467449410537112,1,36.9497892588288,85.9138301179305,73.6477849605775
"146","KCSSWM-007 - Lower",63.2126882270656,12.113570806225,3.49688668291081,12,"none",1.77262313845934,0.272727272727273,0.243722284772174,1,40.327500237141,79.9126061277224,65.734481124151
"147","KCSSWM-009",68.4676050643543,7.6369800059848,2.30263611011797,11,"none",0.46486990604075,0.236363636363636,0.350201389179296,1,55.453756084237,79.937004789676,67.5608429418279
"148","KCSSWM-010",49.2888560268141,10.430790269436,3.1450015991463,11,"positive",1.40642244385855,0.672727272727273,0.0050693095567016,1,35.2441346183516,63.1335903598485,52.0684845949804
"149","KCSSWM-015",59.0047627904691,8.92566332386402,2.82254257312394,10,"none",1.843675286312,0.466666666666667,0.0736382701203027,1,42.8882606082008,73.4850038342551,59.4107231427863
"150","KCSSWM-016 - Lower",29.2780095759234,12.1229518236736,3.83361397273005,10,"positive",1.88768416638381,0.6,0.0200446686226275,1,14.1853822312279,51.0527610064834,26.0948576697101
"151","KCSSWM-018 - (Gorst Trib)",76.8069651442788,11.121276230882,3.51685633774798,10,"positive",1.14843941565928,0.6,0.0200446686226275,1,60.8012975896193,91.5692951599244,78.8814909480724
"152","KCSSWM-022 - Upper",54.3699628402973,5.01907901638186,1.58717214481242,10,"none",0.143153299218056,0.244444444444444,0.371093369522698,1,49.4983808700959,67.3061086939876,53.8570901432789
"153","KCSSWM-024 - Lower Main",61.4594469672814,12.0071740126544,3.46617257420635,12,"none",1.53006338806433,0.424242424242424,0.0641035767124359,1,43.2733403847055,88.8181985972683,61.0234865263935
