"","Site.Code","Subbasin","slope_Overall.Score","LRpval_Overall.Score","LRtrend_Overall.Score","MKtau_Overall.Score","MKSlope_Overall.Score","MKpval_Overall.Score","MKinter_Overall.Score","MKtrend_Overall.Score","slope_Tot_Richness_Score","LRpval_Tot_Richness_Score","LRtrend_Tot_Richness_Score","MKtau_Tot_Richness_Score","MKSlope_Tot_Richness_Score","MKpval_Tot_Richness_Score","MKinter_Tot_Richness_Score","MKtrend_Tot_Richness_Score","slope_E_Richness_Score","LRpval_E_Richness_Score","LRtrend_E_Richness_Score","MKtau_E_Richness_Score","MKSlope_E_Richness_Score","MKpval_E_Richness_Score","MKinter_E_Richness_Score","MKtrend_E_Richness_Score","slope_P_Richness_Score","LRpval_P_Richness_Score","LRtrend_P_Richness_Score","MKtau_P_Richness_Score","MKSlope_P_Richness_Score","MKpval_P_Richness_Score","MKinter_P_Richness_Score","MKtrend_P_Richness_Score","slope_T_Richness_Score","LRpval_T_Richness_Score","LRtrend_T_Richness_Score","MKtau_T_Richness_Score","MKSlope_T_Richness_Score","MKpval_T_Richness_Score","MKinter_T_Richness_Score","MKtrend_T_Richness_Score","slope_Cling_Richness_Score","LRpval_Cling_Richness_Score","LRtrend_Cling_Richness_Score","MKtau_Cling_Richness_Score","MKSlope_Cling_Richness_Score","MKpval_Cling_Richness_Score","MKinter_Cling_Richness_Score","MKtrend_Cling_Richness_Score","slope_LL_Richness_Score","LRpval_LL_Richness_Score","LRtrend_LL_Richness_Score","MKtau_LL_Richness_Score","MKSlope_LL_Richness_Score","MKpval_LL_Richness_Score","MKinter_LL_Richness_Score","MKtrend_LL_Richness_Score","slope_Intol_Richness_Score","LRpval_Intol_Richness_Score","LRtrend_Intol_Richness_Score","MKtau_Intol_Richness_Score","MKSlope_Intol_Richness_Score","MKpval_Intol_Richness_Score","MKinter_Intol_Richness_Score","MKtrend_Intol_Richness_Score","slope_Dom_Percent_Score","LRpval_Dom_Percent_Score","LRtrend_Dom_Percent_Score","MKtau_Dom_Percent_Score","MKSlope_Dom_Percent_Score","MKpval_Dom_Percent_Score","MKinter_Dom_Percent_Score","MKtrend_Dom_Percent_Score","slope_Pred_Percent_Score","LRpval_Pred_Percent_Score","LRtrend_Pred_Percent_Score","MKtau_Pred_Percent_Score","MKSlope_Pred_Percent_Score","MKpval_Pred_Percent_Score","MKinter_Pred_Percent_Score","MKtrend_Pred_Percent_Score","slope_Tol_Percent_Score","LRpval_Tol_Percent_Score","LRtrend_Tol_Percent_Score","MKtau_Tol_Percent_Score","MKSlope_Tol_Percent_Score","MKpval_Tol_Percent_Score","MKinter_Tol_Percent_Score","MKtrend_Tol_Percent_Score"
"167","08CED2433","Lower Cedar River Subbasin",0.0846289637902516,0.848267574473976,"none",0.0980392156862745,0.31738462758965,0.595912394811716,-596.257774330671,"none",0.00364009398060531,0.959528104012887,"none",-0.0130718954248366,0,0.969274233095471,3.80952380952381,"none",0.0232587823176556,0.76179544896965,"none",0.0980392156862745,0,0.5794963320097,2.14285714285715,"none",-0.103955411212452,0.195527481021447,"none",-0.281045751633987,-0.158730158730158,0.0999146448801772,325.476190476189,"none",0.171001687679941,0.00141532615892767,"positive",0.496732026143791,0.178571428571429,0.00316915618952306,-354.732142857143,"positive",0.0137817461939601,0.805968992584673,"none",-0.0196078431372549,0,0.937134195448576,3.8235294117647,"none",0.162066911545721,0.0841202764734378,"none",0.287581699346405,0.15625,0.0890162061124459,-309.765625,"none",0.0350299953198816,0.440600604784251,"none",0.150326797385621,0,0.360841449128158,1.42857142857143,"none",-0.142085582267001,0.199557920122817,"none",-0.228758169934641,-0.175438596491228,0.197801027037801,357.982456140351,"none",0.0337922057866379,0.726680222563521,"none",0.0065359477124183,0,1,4.44444444444444,"none",-0.111901465554699,0.382797714430251,"none",-0.274509803921569,-0.142118863049095,0.120160329271358,293.740310077518,"none"
"185","08CED2518","Lower Cedar River Subbasin",0.0565503861683498,0.932954089314091,"none",0.0222222222222222,0.291481434382291,1,-536.100566857803,"none",-0.130952380952379,0.196584836143241,"none",-0.333333333333333,-0.119047619047618,0.206827372495671,244.940476190473,"none",0.114285714285714,0.299489896978423,"none",0.177777777777778,0,0.493838165963948,0.714285714285715,"none",0.0428571428571456,0.731696136734894,"none",-0.0222222222222222,0,1,7.14285714285714,"none",0.0625000000000003,0.601051908637533,"none",0.155555555555556,0,0.560662760176392,3.125,"none",0.0117647058823539,0.901002258225588,"none",0.0444444444444444,0,0.924941432554843,4.11764705882353,"none",-0.13125,0.263476032206437,"none",-0.222222222222222,-0.113636363636364,0.404710464627215,234.886363636364,"none",0.0714285714285706,0.0929707016470347,"none",0.311111111111111,0,0.0896480554401582,0,"none",0.0532163742690066,0.681861909161029,"none",0.133333333333333,0.107962213225371,0.649885940458313,-209.041835357624,"none",-0.138333333333332,0.405110721995252,"none",-0.177777777777778,0,0.476485410064149,10,"none",0.101033591731266,0.33043477443723,"none",0.266666666666667,0.0516795865633057,0.323236323324771,-95.0387596899189,"none"
"195","08CED2711","Lower Cedar River Subbasin",0.479579144397401,0.515139760794712,"none",0.236363636363636,0.511387701106182,0.350201389179296,-1002.99125749851,"none",0.131521464210987,0.234575324148354,"none",0.181818181818182,0.0793650793650783,0.47584610392533,-157.38095238095,"none",-0.0669103952541929,0.297615616794134,"none",-0.254545454545455,0,0.278660494899244,1.42857142857143,"none",0.0717389804787181,0.442307541958528,"none",0.163636363636364,0,0.508400579322755,2.85714285714286,"none",0.10200386286818,0.188179909983231,"none",0.345454545454545,0.113636363636364,0.133164493721359,-226.25,"none",0.0578010054818636,0.354661133654453,"none",0.218181818181818,0.0735294117647063,0.383511901316429,-145.661764705883,"none",0.0965717044905867,0.40013225539324,"none",0.145454545454545,0.0735294117647059,0.575987822430362,-144.264705882353,"none",-0.00862247361523144,0.788904349548798,"none",-0.0363636363636364,0,0.906185615754928,0,"none",0.0695344509672725,0.605355765951348,"none",0.127272727272727,0.139451192082772,0.640428787412791,-276.270805218175,"none",0.0212055367777199,0.910020612891988,"none",-0.0181818181818182,-0.011111111111111,1,23.8666666666664,"none",0.00473500799149789,0.970911864484366,"none",-0.0545454545454545,0,0.872914670993875,3.7984496124031,"none"
"206","08CED2898","Lower Cedar River Subbasin",1.18135456577735,1.02430922048509e-05,"positive",0.692307692307692,1.17602600250626,0.000688336314953319,-2322.77172982616,"positive",0.152111341858859,0.00985350000467083,"positive",0.483516483516484,0.136054421768709,0.0161158666357759,-268.09523809524,"positive",-0.0322439610886508,0.756797670822711,"none",-0.10989010989011,0,0.602118795616144,3.57142857142857,"none",0.0715925237730962,0.241679114474852,"none",0.252747252747253,0,0.175461524420485,5.71428571428571,"none",0.0396901300688601,0.432137247981417,"none",0.0989010989010989,0,0.627414796492717,1.875,"none",0.0200279040460873,0.68674220668296,"none",0.021978021978022,0,0.95401070694088,2.94117647058824,"none",0.13437260902832,0.0728793734991949,"none",0.318681318681319,0.0694444444444444,0.0940683216584019,-134.375,"none",0.0721390315881514,0.218036854801256,"none",0.186813186813187,0,0.343252562436031,1.42857142857143,"none",0.285730904665393,0.00639323399421625,"positive",0.450549450549451,0.282651072124755,0.028064178030004,-562.046783625728,"positive",0.242030094363689,0.00138933706394498,"positive",0.549450549450549,0.25,0.00721988091356525,-496.888888888889,"positive",0.195903987473546,0.12790935600802,"none",0.417582417582418,0.239018087855296,0.0424987344888142,-477.596899224805,"positive"
"220","08CED4192","Lower Cedar River Subbasin",0.354305089384481,0.0850598196658693,"none",0.247619047619048,0.285561564301549,0.123549865896804,-484.777289404135,"none",0.0264332476492878,0.19878636261059,"none",0.0571428571428571,0,0.653738286406029,10,"none",-0.0133566304329575,0.78875462182275,"none",-0.0380952380952381,0,0.820400147226124,8.57142857142857,"none",0.0357856890845242,0.382178789366301,"none",0.171428571428571,0,0.255978078210502,8.57142857142857,"none",0.0921733505821482,0.0670258569509842,"none",0.271428571428571,0.0735294117647059,0.0745697111988743,-139.264705882353,"none",0.0737801883072393,0.0229614861291309,"positive",0.242857142857143,0,0.0558423677481616,10,"none",0.0211689991767597,0.325908928842056,"none",0.0238095238095238,0,0.810959700134834,10,"none",0.00235211101964073,0.945409796277138,"none",-0.00952380952380952,0,0.96739932215969,10,"none",0.0760550283938303,0.0993089322521568,"none",0.233333333333333,0,0.0950928986311322,10,"none",0.0873351888875806,0.312532818898928,"none",0.0904761904761905,0.0692810457516335,0.583708170162313,-131.184967320261,"none",-0.047422083283572,0.0800628953103768,"none",-0.357142857142857,-0.0473729543496982,0.0252448720828412,104.173126614986,"negative"
"241","08CED4975","Lower Cedar River Subbasin",0.618903110949787,0.265486625006657,"none",0.274725274725275,0.9952659664437,0.188887477539538,-1920.80688543778,"none",0.0128526444315943,0.886172225219246,"none",0.208791208791209,0.0560224089635853,0.310494434317235,-103.641456582633,"none",0.0949489107383855,0.256961852786969,"none",0.241758241758242,0,0.221194271982253,8.57142857142857,"none",0.00578368999421704,0.941537057005004,"none",0.131868131868132,0,0.475830846757056,10,"none",0.0700067476383285,0.476658699028318,"none",0.153846153846154,0,0.453421680587484,6.25,"none",0.12006827022307,0.132544389749796,"none",0.318681318681319,0.147058823529412,0.114652641684495,-288.749999999999,"none",-0.0105431848852906,0.907011961257132,"none",0.0659340659340659,0,0.775955510523165,8.75,"none",0.0901291690765394,0.16334008589242,"none",0.263736263736264,0,0.163657915579599,9.28571428571428,"none",0.321479587407563,0.00451046899791781,"positive",0.604395604395604,0.33138401559454,0.00274102177338633,-659.181286549703,"positive",-0.0292959964012586,0.808642799361067,"none",0,0,1,7.83333333333333,"none",-0.0565267272733604,0.00746101829240917,"negative",-0.549450549450549,-0.0258397932816532,0.0063207021558744,61.8217054263555,"negative"
"255","08CED5032","Upper Cedar River Subbasin",0.724984030499203,0.0429375184914314,"positive",0.333333333333333,0.791981973668017,0.0582402695915613,-1508.35131939182,"none",0.0692246914768653,0.256657327950225,"none",0.215686274509804,0,0.180519137612298,10,"none",-0.00625669285653906,0.923185569976909,"none",-0.0326797385620915,0,0.865732787805684,10,"none",0.110093730071833,0.100143324877533,"none",0.26797385620915,0,0.0812409881388157,10,"none",0.0443232544428549,0.43595256791749,"none",0.137254901960784,0,0.422719487383336,7.5,"none",0.0635648852314491,0.251970289096318,"none",0.222222222222222,0,0.185303877983885,9.41176470588235,"none",0.211088183272976,0.00651624006722081,"positive",0.437908496732026,0.208333333333333,0.00913811775599643,-411.145833333333,"positive",0.00156417321413544,0.909257814905118,"none",0.0065359477124183,0,1,10,"none",0.120756564478942,0.0609046066723834,"none",0.339869281045752,0.116959064327485,0.0459019516345928,-226.520467836257,"positive",0.249356616786925,0.00152485461691467,"positive",0.509803921568627,0.257936507936508,0.00313416039781261,-512.041666666667,"positive",-0.138731375620238,0.139771015698311,"none",-0.0915032679738562,0,0.610303229716995,9.92248062015504,"none"
"273","08CED5046","Lower Cedar River Subbasin",-0.795525725258309,0.205969846885818,"none",0.0303030303030303,0.0239662368415323,0.9453298708327,48.9958941042789,"none",-0.0740438828883974,0.380152254357934,"none",0.0303030303030303,0,0.93434036063036,10,"none",-0.117179539433478,0.0553459992614625,"none",-0.287878787878788,0,0.133164493721359,10,"none",0.0397391481557073,0.520114167302954,"none",0.106060606060606,0,0.521641606651009,10,"none",-0.118580599144089,0.396644865048903,"none",-0.0606060606060606,0,0.804787676777998,10,"none",0.0377611815054327,0.699574124794085,"none",0.166666666666667,0,0.450553137670666,9.11764705882353,"none",0.0338801711840315,0.499393883617163,"none",0.0757575757575758,0,0.562342605179145,10,"none",2.15064585752431e-16,0.0593783585212163,"none",0,0,NA,10,"none",-0.289311009335078,0.0380202422224849,"negative",-0.287878787878788,0,0.165333695697192,10,"none",-0.296917102551956,0.053792046995994,"none",-0.393939393939394,0,0.0228541367525496,10,"negative",-0.0108740927504834,0.779339219576733,"none",-0.0454545454545455,0,0.887630064514032,9.58656330749354,"none"
"285","08EAS1536","E Lake Washington - Kenmore S Subbasin",0.180712813201916,0.772713219508119,"none",0,-0.0242073190398631,1,83.5737658249582,"none",0.00515313629367626,0.941506615606026,"none",-0.0666666666666667,-0.0476190476190475,0.751173963493778,98.8333333333331,"none",0.122861617949188,0.0138841133459566,"positive",0.408333333333333,0,0.012942564820256,1.42857142857143,"positive",0.0225788734972826,0.77941237192696,"none",0.05,0,0.812570249110339,5.71428571428571,"none",0.0852555887797271,0.261675843119936,"none",0.258333333333333,0.113636363636364,0.1629485794713,-226.534090909091,"none",0.0598035027765938,0.454274346025942,"none",0.0416666666666667,0,0.855577780166946,2.94117647058824,"none",0.0897052541648876,0.33495565858748,"none",0.108333333333333,0,0.560509091438515,3.75,"none",-0.0480055328410731,0.234930089212651,"none",-0.125,0,0.349215979663223,0,"none",0.0991978736532352,0.518515533223622,"none",0.0666666666666667,0.0825211176088366,0.752155532467523,-161.701429499674,"none",-0.138386571107633,0.327624273544501,"none",-0.216666666666667,-0.124708624708625,0.259382669297356,254.572455322455,"none",-0.117450929963968,0.483970763000529,"none",-0.0833333333333333,-0.0387596899224802,0.684723118637903,84.1408268733842,"none"
"301","08EAS1964","May Creek Subbasin",0.416718163088707,0.415250161315996,"none",0.0666666666666667,0.20762740445695,0.752641982768185,-368.078006700342,"none",0.114672968568662,0.227073621650365,"none",0.125,0.0670794633642928,0.525251820545508,-129.246277458351,"none",-0.0304872548842745,0.611809480510489,"none",-0.108333333333333,0,0.562948723729309,4.28571428571429,"none",0.0775711218949004,0.251686061124745,"none",0.15,0,0.420139481878312,7.14285714285714,"none",0.15042934713979,0.045260816485598,"positive",0.333333333333333,0.15625,0.0692066809180047,-311.796875,"none",0.141283435965622,0.0787962191167844,"none",0.225,0.11764705882353,0.238084300325435,-230.941176470589,"none",0.0410405354211388,0.64871409239328,"none",0.0666666666666667,0,0.742148310365756,5,"none",0.0494290404632616,0.299877697877975,"none",0.141666666666667,0,0.428103108550955,1.42857142857143,"none",0.284473865135962,0.00250491300558122,"positive",0.391666666666667,0.245614035087719,0.0381594387768593,-487.754385964912,"positive",-0.162394241697184,0.0861736659123353,"none",-0.308333333333333,-0.177777777777777,0.104705784808487,363.144444444443,"none",-0.249300654919169,0.0301527846825049,"negative",-0.458333333333333,-0.231409704277922,0.0149460478188651,473.718920470859,"negative"
"317","08EAS2058","May Creek Subbasin",0.448463383777106,0.300336861316684,"none",0.189542483660131,0.366909445676814,0.288882804027164,-684.951930432173,"none",0.117221052031326,0.0862091761494617,"none",0.313725490196078,0.112044817927171,0.0720433562658525,-220.126050420167,"none",-0.00908828466645762,0.81230370711232,"none",-0.0588235294117647,0,0.73152149824101,2.85714285714286,"none",0.153645471361218,0.0413376847211846,"positive",0.320261437908497,0.158730158730159,0.0590195482559382,-312.460317460318,"none",0.115541501384632,0.0118832143753124,"positive",0.372549019607843,0.0833333333333333,0.025246206281269,-164.041666666667,"positive",0.0572782065449502,0.157650735259505,"none",0.241830065359477,0.0346020761245677,0.156123117642551,-63.2006920415229,"none",-0.0398548012873352,0.586804170719926,"none",-0.163398692810458,0,0.343158469359913,5,"none",0.0288686689405117,0.60779910823845,"none",0,0,1,2.85714285714286,"none",0.169521050837058,0.0666440267598514,"none",0.274509803921569,0.159844054580897,0.119449884055198,-314.038986354776,"none",-0.103489426107501,0.289410456866854,"none",-0.196078431372549,-0.111111111111111,0.270742590646016,229.944444444444,"none",-0.0411800552612962,0.690550451059893,"none",-0.0849673202614379,-0.051679586563308,0.649445669217466,111.369509043929,"none"
"335","08EAS2191","Forbes Creek Subbasin",0.231853579186256,0.127103377786196,"none",0.266666666666667,0.238038122596687,0.0967474505928423,-468.632627092041,"none",0.0518024450754081,0.0183767661224219,"positive",0.395238095238095,0.0353218210361067,0.00669140152490542,-71.1028257456829,"positive",0,NA,"none",0,0,NA,0,"none",0.0115925471682262,0.630248145116365,"none",0.0571428571428571,0,0.668524138886525,0,"none",-0.00374867693755073,0.859179859472609,"none",-0.019047619047619,0,0.907038480803695,0,"none",0.0183326300060186,0.281550343266866,"none",0.214285714285714,0,0.134942319286375,0,"none",0.148991532400331,0.00165889311179485,"positive",0.433333333333333,0.15625,0.0046607426168942,-312.03125,"positive",0,NA,"none",0,0,NA,0,"none",0.208691394093456,0.0257840172114263,"positive",0.352380952380952,0.233496401259559,0.0268881620271661,-465.817729419702,"positive",-0.0775935290812413,0.0558876586289533,"none",-0.257142857142857,-0.0106060606060606,0.10257231994901,21.5166666666667,"none",-0.126214763538393,0.134290228035869,"none",-0.228571428571429,-0.142118863049096,0.154943618163975,288.798449612404,"none"
"356","08EAS2272","Kelsey Creek Subbasin",1.39460553509726,1.1854649020029e-06,"positive",0.694736842105263,1.50985657622258,2.13578545716924e-05,-3027.41069127979,"positive",0.23579170985783,0.000427069572133706,"positive",0.563157894736842,0.184523809523809,0.000219949344083356,-371.0625,"positive",0.0199639113909479,0.224682503666553,"none",0.105263157894737,0,0.231350407774138,0,"none",0.138595615617926,3.3108551166332e-05,"positive",0.557894736842105,0.12987012987013,0.000226195434513493,-260.064935064935,"positive",0.169813222252088,0.000695148251908721,"positive",0.478947368421053,0.15625,0.00212663442565058,-313.359375,"positive",0.168597941729775,7.01314615097032e-05,"positive",0.626315789473684,0.172268907563026,5.16217563216726e-05,-346.275210084034,"positive",0.28016662187585,1.17285014002804e-05,"positive",0.610526315789474,0.25,8.2590547754814e-05,-501.5,"positive",0.00326333166967406,0.788859971507573,"none",0.0157894736842105,0,0.862319738389436,0,"none",0.246373121732044,0.00111613093233596,"positive",0.494736842105263,0.212475633528265,0.00241013236033751,-424.691033138402,"positive",0.0671489145689654,0.00405841593929158,"positive",0.457894736842105,0.0526234567901236,0.00211642217204223,-105.957330246914,"positive",0.0648911444021605,0.525397068493692,"none",0.0578947368421053,0.0253783684016241,0.745127504467606,-46.2931432262825,"none"
"376","08EAS2446","Coal Creek (Cedar) Subbasin",1.14971511588441,0.0109959824376003,"positive",0.464052287581699,1.34413386347045,0.00801495735975086,-2670.06765076707,"positive",0.260330393517507,0.000851661742500131,"positive",0.568627450980392,0.272108843537415,0.00103986119070971,-544.591836734694,"positive",0.0398442046828146,0.306006675215513,"none",0.196078431372549,0,0.220671361919847,1.42857142857143,"none",0.216009311904035,0.00103713104398721,"positive",0.568627450980392,0.225563909774436,0.000581714186581487,-450.112781954887,"positive",0.210944844876227,0.000598704215751527,"positive",0.503267973856209,0.220588235294118,0.00323787038658248,-440.625,"positive",0.13954688738549,0.00235664028931001,"positive",0.542483660130719,0.117647058823529,0.00149809301265189,-232.294117647059,"positive",0.0372140394860598,0.585634692870293,"none",0.104575163398693,0,0.555486345924877,3.75,"none",0.0456641446926663,0.0211768691470342,"positive",0.26797385620915,0,0.0178171887595787,0,"positive",0.12835808313222,0.270431732975206,"none",0.222222222222222,0.157444894286999,0.210109293552266,-312.231219073324,"none",0.113061039729809,0.079004601440775,"none",0.300653594771242,0.119658119658119,0.0880601127095627,-239.162393162392,"none",-0.0412578335224226,0.719452944695317,"none",-0.0915032679738562,-0.031007751937984,0.622179542402198,70.8888888888879,"none"
"394","08EAS2540","Coal Creek (Cedar) Subbasin",2.07704936772525,0.00222245799771061,"positive",0.575757575757576,1.6656131036666,0.0111748113273804,-3326.02913805261,"positive",0.343655204706935,0.0122585889670909,"positive",0.545454545454545,0.325396825396826,0.0152320897538981,-652.190476190477,"positive",0.0684053014108584,0.416449983405443,"none",0.121212121212121,0,0.585409302260828,2.85714285714286,"none",0.0922250045807127,0.340348940630727,"none",0.166666666666667,0,0.463814977322828,5,"none",0.0646643864899532,0.494889980004759,"none",0.166666666666667,0,0.463814977322828,3.75,"none",0.16321706108694,0.107186731357244,"none",0.348484848484849,0.107376283846872,0.112662926618117,-213.529411764706,"none",0.293929029499785,0.0551786772486852,"none",0.393939393939394,0.263888888888889,0.0726703675347731,-528.875,"none",0.0934465278201913,0.149228078824436,"none",0.227272727272727,0,0.134851923497643,0,"none",0.375754120944371,0.0267868639980985,"positive",0.424242424242424,0.391812865497076,0.0641035767124359,-786.093567251463,"none",0.128236188304593,0.566023201712901,"none",0.166666666666667,0.0886644219977549,0.491866357909307,-175.303030303029,"none",0.453516542880907,0.00489770671973829,"positive",0.590909090909091,0.441462929835023,0.00900392947599284,-887.947922878156,"positive"
"406","08EAS2546","Kelsey Creek Subbasin",-0.279701018816266,0.211531006705277,"none",-0.0909090909090909,-0.042380256196045,0.726286148878805,86.6773587358906,"none",0.00552638850511258,0.74651176566472,"none",-0.0151515151515152,0,1,0,"none",0,NA,"none",0,0,NA,0,"none",0.00552638850511132,0.918304820355007,"none",0.0454545454545455,0,0.854932750043708,0,"none",-0.00725338491295816,0.824467911026197,"none",-0.0151515151515152,0,1,0,"none",0.00398225054044832,0.684256699512212,"none",0.0757575757575758,0,0.562342605179145,0,"none",-0.00846228239845127,0.76342034471673,"none",-0.0303030303030303,0,0.91445798515089,0,"none",0,NA,"none",0,0,NA,0,"none",0.0216046240682298,0.676889262522826,"none",0.227272727272727,0,0.247138440594902,0,"none",-0.064743176445302,0.178791233640328,"none",0.0151515151515152,0,1,0.111111111111111,"none",-0.235881826678458,0.0659634156020297,"none",-0.257575757575758,0,0.0874796181806496,0,"none"
"418","08EAS2631","May Creek Subbasin",0.372142900385908,0.395658171610905,"none",0.147368421052632,0.500939690101534,0.381032385484343,-946.990886371733,"none",0.0741608118657306,0.219225517559238,"none",0.194736842105263,0.0615079365079367,0.236711512489528,-118.608134920635,"none",0.0499097784773739,0.366984525102848,"none",0.142105263157895,0,0.376681896330719,2.85714285714286,"none",-0.0537489922063972,0.28988632280687,"none",-0.0789473684210526,0,0.619080050242956,7.14285714285714,"none",0.0515654393980139,0.213135518139044,"none",0.194736842105263,0,0.214102095551289,5,"none",0.0286134340863473,0.336022554347349,"none",0.136842105263158,0,0.401676786977682,6.47058823529412,"none",0.053916957807042,0.423557505510511,"none",0.105263157894737,0,0.522640630579378,6.25,"none",0.00729450608516033,0.894156008910868,"none",0.0736842105263158,0,0.658294574201761,2.85714285714286,"none",0.0998442536512385,0.291037469583168,"none",0.215789473684211,0.0708252111760889,0.192088754846869,-133.659194282002,"none",0.0246498850368806,0.800353042299776,"none",0.110526315789474,0.0214646464646468,0.509574772497257,-35.7190656565664,"none",0.0359368261845178,0.778282845586398,"none",0.0842105263157895,0.0371447028423779,0.626132653768252,-66.418766149872,"none"
"438","08EVA3555","Evans Creek Subbasin",-0.819696421743469,0.54439185337791,"none",-0.2,-1.34429515992443,0.436274928840529,2741.52651835927,"none",-0.0769230769230841,0.690769038115188,"none",-0.2,-0.198412698412698,0.433474183159507,403.571428571428,"none",-0.219133807369111,0.255953931223758,"none",-0.236363636363636,-0.158730158730159,0.329859194655477,320.476190476191,"none",0.0840336134453718,0.663575689844447,"none",0.0727272727272727,0,0.809782125805113,5.71428571428571,"none",-0.164027149321265,0.184664390560639,"none",-0.309090909090909,-0.178571428571429,0.199703751127869,361.428571428571,"none",-0.138674474314614,0.475654711847918,"none",-0.2,-0.0735294117647062,0.429675426173772,151.323529411765,"none",0.284502262443414,0.219483033012827,"none",0.181818181818182,0.138888888888889,0.47584610392533,-274.166666666667,"none",0.109243697478987,0.11030107042055,"none",0.345454545454545,0,0.116722331512689,1.42857142857143,"none",-0.0974570664973215,0.739564252499313,"none",-0.109090909090909,0,0.680393459894128,9.41520467836257,"none",-0.113122171945705,0.114168542251588,"none",-0.290909090909091,-0.101851851851852,0.241476919938532,206,"none",-0.488138248740139,0.00713379743126753,"negative",-0.290909090909091,-0.392764857881136,0.241476919938532,792.325581395347,"none"
"449","08EVA3637","Evans Creek Subbasin",1.72144716232909,0.00349851537965807,"positive",0.461538461538462,1.48909042854641,0.0327356095883208,-2955.61812180106,"positive",0.185753164283549,0.0176913540261057,"positive",0.397435897435897,0.179172679172679,0.0629804447832487,-356.091871091872,"none",-0.0714933690440196,0.393896545479677,"none",-0.192307692307692,0,0.340430386734041,2.85714285714286,"none",0.271286016674582,0.000276028813225609,"positive",0.576923076923077,0.263798701298701,0.00541999187080443,-525.576298701299,"positive",0.0136074992440262,0.825555955353474,"none",-0.0512820512820513,0,0.821429750367631,1.25,"none",0.0275707501022756,0.581470348719847,"none",0.115384615384615,0.0245098039215683,0.617760863862245,-47.009803921568,"none",0.233784396734193,0.014699249812699,"positive",0.41025641025641,0.208333333333333,0.0523763206045106,-414.583333333333,"none",0.0365026567022301,0.551209534318572,"none",0.0769230769230769,0,0.741994349141033,2.85714285714286,"none",0.290894558238148,0.0183283031163273,"positive",0.5,0.256660168940872,0.0201971916376515,-512.176738141653,"positive",0.242112690252993,0.0298135671312584,"positive",0.346153846153846,0.281481481481481,0.112017190360512,-560.737037037037,"none",0.491428799141113,1.77867751455013e-06,"positive",0.858974358974359,0.49565421658445,5.48116900584434e-05,-992.847075405217,"positive"
"462","08EVA3640","Evans Creek Subbasin",0.403142307428008,0.453088931861875,"none",0.288888888888889,0.761506336520739,0.283130870662347,-1475.21873910724,"none",0.0608839836260971,0.28113591840819,"none",0.266666666666667,0.0793650793650795,0.313954464714331,-153.253968253968,"none",0.139126379605171,0.179849562075698,"none",0.355555555555556,0.12987012987013,0.142599465978839,-260.259740259741,"none",-0.00310896937665338,0.96393032988889,"none",0.0888888888888889,0,0.769341886879199,7.14285714285714,"none",-0.046245919477692,0.594468610913945,"none",-0.133333333333333,0,0.63859207768502,7.5,"none",0.105293477565134,0.0347905084862531,"positive",0.555555555555556,0.147058823529412,0.0291229541523851,-290.14705882353,"positive",0.00612078346028129,0.952146260720455,"none",0,0,1,8.125,"none",-0.0038862117208129,0.927919500985851,"none",0.0666666666666667,0,0.834531622710929,3.57142857142857,"none",0.0854921125810511,0.49313484435782,"none",0.177777777777778,0.0877192982456134,0.529598808425008,-172.543859649122,"none",-0.00646838350865056,0.952413665980709,"none",0,0,1,2.94444444444444,"none",0.0659350546740799,0.671186450559825,"none",0.422222222222222,0.142118863049097,0.107404636330254,-278.333333333337,"none"
"472","08EVA3642","Evans Creek Subbasin",1.30468934805121,0.0243115346354558,"positive",0.527272727272727,1.90319887830507,0.0292725091863045,-3764.78882854651,"positive",0.154391168231998,0.207753655105952,"none",0.290909090909091,0.146520146520146,0.238592829316435,-287.802197802197,"none",0.027187345526446,0.712160848750735,"none",0.0909090909090909,0,0.736221860819131,2.85714285714286,"none",0.0756302521008402,0.521551931499289,"none",0.218181818181818,0,0.363722327380711,7.14285714285714,"none",0.265570934256055,0.024562702577116,"positive",0.527272727272727,0.3125,0.0260668513069532,-622.8125,"positive",0.0669651943822513,0.436571234611718,"none",0.236363636363636,0.098039215686275,0.334072839438248,-190.882352941178,"none",0.188148788927336,0.0725378836314225,"none",0.418181818181818,0.0961538461538462,0.0564375114865741,-183.557692307692,"none",0.172021749876421,0.00420688473170387,"positive",0.581818181818182,0.142857142857143,0.00847480189215383,-284.714285714286,"positive",-0.0306359902061955,0.836781679381474,"none",0,0,1,8.30409356725146,"none",0.381314878892733,0.0142826399183241,"positive",0.509090909090909,0.329365079365079,0.0209115791049892,-653.011904761904,"positive",0.00409502606332071,0.810277650625826,"none",0.0363636363636364,0,0.937376702373231,9.58656330749354,"none"
