"","rkt.pval_Overall.Score","rkt.Sen_Overall.Score","rkt.tau_Overall.Score","RKTtrend_Overall.Score","rkt.pval_Tot_Richness_Score","rkt.Sen_Tot_Richness_Score","rkt.tau_Tot_Richness_Score","RKTtrend_Tot_Richness_Score","rkt.pval_E_Richness_Score","rkt.Sen_E_Richness_Score","rkt.tau_E_Richness_Score","RKTtrend_E_Richness_Score","rkt.pval_P_Richness_Score","rkt.Sen_P_Richness_Score","rkt.tau_P_Richness_Score","RKTtrend_P_Richness_Score","rkt.pval_T_Richness_Score","rkt.Sen_T_Richness_Score","rkt.tau_T_Richness_Score","RKTtrend_T_Richness_Score","rkt.pval_Cling_Richness_Score","rkt.Sen_Cling_Richness_Score","rkt.tau_Cling_Richness_Score","RKTtrend_Cling_Richness_Score","rkt.pval_LL_Richness_Score","rkt.Sen_LL_Richness_Score","rkt.tau_LL_Richness_Score","RKTtrend_LL_Richness_Score","rkt.pval_Intol_Richness_Score","rkt.Sen_Intol_Richness_Score","rkt.tau_Intol_Richness_Score","RKTtrend_Intol_Richness_Score","rkt.pval_Dom_Percent_Score","rkt.Sen_Dom_Percent_Score","rkt.tau_Dom_Percent_Score","RKTtrend_Dom_Percent_Score","rkt.pval_Pred_Percent_Score","rkt.Sen_Pred_Percent_Score","rkt.tau_Pred_Percent_Score","RKTtrend_Pred_Percent_Score","rkt.pval_Tol_Percent_Score","rkt.Sen_Tol_Percent_Score","rkt.tau_Tol_Percent_Score","RKTtrend_Tol_Percent_Score"
"1",0,0.409555612443989,0.179906892926866,positive,0,0.0529100529100529,0.200730840466537,positive,0.27733619863413,0,0.0141662912349202,none,0,0,0.139260149171547,positive,0,0,0.134104219852831,positive,0,0,0.160434499674626,positive,0,0,0.147569705160935,positive,1.69018465889792e-09,0,0.0717825499324223,positive,0,0.0404858299595146,0.125944836562046,positive,7.07301235265412e-05,0,0.0567652800720829,positive,0.108118141782798,0,-0.0232267107173249,none
